,sentiment,categories,urgency,risks,additional_info
251,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'safety']",Immediate,[],
252,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays']",Immediate,[],
253,Positive,"['in-flight service', 'ticketing', 'staff behavior', 'safety']",Non-Immediate,[],
254,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays']",Immediate,[],
255,Positive,"['in-flight service', 'ticketing', 'seating', 'delays', 'entertainment']",Non-Immediate,[],
256,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior']",Non-Immediate,[],"British Airways from Heathrow to Vancouver outbound, Toronto-Heathrow inbound, both on rather ancient Boeing 747-400. Both flights operated within 30 minutes of schedule and the fare was competitive. Check-in and bag delivery was fine at all 3 airports. The aircraft interiors were shabby at best, seats uncomfortable, IFE hopeless, food awful. Cabin crew were mixed, one or two fairly pleasant but most going about their duties in a perfunctory way. One male cabin crew member was so overweight and sweating profusely, it was astounding that he could still be allowed to fly. From the good days of quality service in the 1980's, British Airways have gradually deteriorated into a third-class carrier and can never hope to compete on customer service with the airlines from the Middle and Far East. What a shame."
257,Positive,"['in-flight service', 'staff behavior', 'delays']",Immediate,[],"Very busy at LHR due to half term but managed a quick breakfast in the British Airways First lounge before boarding. Flight crew old style and exceptional, food and wine excellent and arrived on time. LAX was hectic but the new entry machines make it much quicker. Got through in under an hour."
258,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior']",Non-Immediate,[],"British Airways 3-class Boeing 777-200 is used on this flight to Bangkok. I was seated in 26D which is a bulkhead seat on the aisle, behind the Premium Economy cabin. I like the fact that BA still have 3-3-3 seat layout on the B777 in economy while many airlines are using 3x4x3 lay out. I had plenty of legroom and on this particular flight I had the best sleep. Meals were average, certainly not bad. Cabin crew kind and professional. All in all a pleasant flight."
259,Positive,"['in-flight service', 'ticketing']",Non-Immediate,[],
260,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
261,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
262,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Non-Immediate,[],"Flew with BA in economy class on their third oldest Boeing 777-300ER. Boarding was delayed due to the late arrival of aircraft. The aircraft is showing its age but the interior is clean. Flying on this B773ER was with their new economy class, seat pitch only 31 inches but is bearable for the 8 hour flight. Meal service was delayed due to turbulence. Choices were cheese and omelette or mixed grill, I went for the latter which was good although portions could be better. Second meal service was just a sandwich and a sweet. Staff professional and interactive with passengers. IFE with a handful of new Hollywood films. Audio choices could be better. Tip: Avoid A and K seats due to the IFE box restricting your legroom."
263,Negative,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'cleanliness']",Immediate,[],
264,Positive,"['in-flight service', 'baggage handling', 'seating', 'staff behavior', 'delays']",Immediate,[],
265,Positive,"['in-flight service', 'seating', 'staff behavior', 'delays']",Immediate,[],LGW-Pisa. I wrote a positive experience a few weeks ago - on the LHR route to Pisa. I am pleased to write (wait for it) another positive review. This time it was the  old  Club Europe and better in my view. As I said before its a shame BA cannot produce something exceptional rather than  Very Good  when it comes to the seat. The lounge was okay - not to crowded. Flight left 10 minutes late. Very nice meal on board. Really tasty and fresh. Nice smoked salmon and so on. A few Gin and T's washed it down. Friendly FA's. Smooth flight. My only gripe we were parked off station on the outer airport - like Ryanair. A small hassle with a walk over the tarmac. Bags were not given priority which was annoying. All in all - a good experience.
266,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays']",Non-Immediate,[],
267,Negative,"['in-flight service', 'baggage handling', 'seating', 'delays', 'entertainment']",Non-Immediate,[],"Absolutely disgusted, delayed by 45 min with no reasons on a quiet night with one other international flight. Baby seat too small, no infant meal available after confirmation at check-in. Entertainment system stuck on a loop and not working. Dirt between seats that is disgusting. Old seats and flight. Flying in 2015 this must be a 20 year old flight, not comfortable. However good leg room."
268,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays', 'entertainment']",Immediate,[],"I travelled from Vancouver to Lisbon with a connection in London on January 9th 2016. Our flight was late - which does happen - however we had a to run to catch our connector flight resulting in our luggage not following us - upon arrival in Lisbon no luggage. We were told our luggage by the local luggage handlers who contacted British Airways would be on the next flight 3.5 hours later - we were given the option of waiting or have it delivered to our place of residence. We had no option but wait since the keys to our residence were in the luggage. 3.5 hours we came to claim our luggage and only 2 pieces out of 3 showed up. Again going through the local baggage handlers they now informed us that our remaining luggage would now be shipped the next morning, 14 hours later - again they gave us the option of delivering the luggage unfortunately our keys were inside. We had no choice but stay in a hotel in Lisbon and wait. I was disappointed but understand things don't go as planned sometimes. We contacted British Airways upon our return to inform them of the experience. The response was less than friendly this is why my review. They replied saying they are not responsible for any luggage. Really? When I purchase my tickets I got an email to make sure that luggage specification on luggage allowed by the airline in question. My understanding with our ticket purchase in piece of luggage no more than 23 Kgs per passenger and 1 Carry on. Where did I go wrong."
269,Negative,"['in-flight service', 'ticketing', 'seating', 'delays', 'cleanliness']",Non-Immediate,[],
270,Negative,"['in-flight service', 'ticketing', 'seating', 'staff behavior']",Immediate,[],
271,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'cleanliness']",Immediate,[],"BA city break, this time Glasgow to Munich return via Heathrow. Four excellent flights, on time, aircraft clean and comfortable, crew helpful. Catering on three of the flights was a snack and on one a lovely turkey and cranberry sandwich, plus a full bar. Great hotel and the whole experience great value, only negative is no direct flights anywhere from Glasgow."
272,Positive,"['in-flight service', 'baggage handling', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
273,Positive,['in-flight service'],Non-Immediate,[],
274,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays']",Immediate,[],
275,Positive,"['ticketing', 'staff behavior']",Immediate,[],
276,Positive,"['in-flight service', 'ticketing', 'staff behavior', 'delays', 'entertainment', 'safety']",Non-Immediate,[],
277,Positive,"['in-flight service', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],After a recent flight to St Lucia with BA if I have a choice in future I will fly with another airline. From the start of the return trip we experienced problems. Headset failed to work on reporting this to the cabin crew I was informed that  you need to jiggle it to make a connection  so needed to unpack my own kit to watch a movie. Meal time the only choice left was pasta one with cheese and one without the passenger next to me had the pasta it looked like it had been re-heated with the cover off very hard. On mentioning it to the cabin staff all she got was  their cutting down  in all areas. Re the movie this picture quality was a disgrace picture and sound kept braking up I switched my phone on and again used my own music to get me through the 8 hours trip. I have cancelled my BA membership.
278,Positive,"['in-flight service', 'seating', 'staff behavior', 'delays']",Non-Immediate,[],
279,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'entertainment']",Immediate,[],
280,Negative,"['ticketing', 'seating', 'entertainment']",Non-Immediate,[],
281,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'safety', 'cleanliness']",Immediate,[],Travelled back from Tampa to Gatwick Friday 30th May. This flight proved that it is the crew that make a good or bad flight. This one was really bad. I was booked in Club normally the plane is a three class 777. On Friday it was a four class that was flying and I was lucky enough to be seated in the First Class cabin. Although it was not classed as an upgrade to First because it was business class service it should still have been a lovely experience. Yes the seat and all the space was great but the first words I heard as being offered a drink was -  Can't wait for this flight to be over . This was from one of the stewards to another steward but that attitude was the same amongst all the crew serving the cabin. I hope BA read this forum as the service really was appalling. My husband was in the bathroom when breakfast was served he was ignored. A request of a cup of coffee was met with we will be landing in 40 minutes. So what should have been a real treat turned out to be the most disappointed I have ever been with BA. Will no longer recommend.
282,Negative,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'entertainment', 'cleanliness']",Immediate,[],I have been a loyal customer for the last 10 years and have progressively seen the service cleanliness and interest in client satisfaction decline. I just came back from a NYC-LHR-Dubai trip and will not fly BA again. Several reasons: my seat in Business Class was noticeably filthy - crumbs on the seat and hair on my pillow. When I told the attendant she just fluffed the pillow and walked away. I was hounded for not filling out the breakfast form in 5 minutes (the plane had not even taken off) and told that  I would not get breakfast . I was served raw chicken and when I expressed interest in another dish was told that all the other passengers had eaten and that there were no more dishes on the plane? The dish was taken away but no follow up or apologies - not even an extra bag of nuts to ensure that I was not hungry for the 7.5 hr flight. Perhaps the most disturbing part of traveling with BA is that the staff are unapologetically arrogant disinterested and unapproachable and any response is as if they are doing you a favor. As a customer paying nearly 10000 USD for a round trip ticket I shouldn't be afraid to speak to staff and highlight a dirty seat or food that is not cooked. The seats on two of the legs were broken and my screen did not work on three of the legs. There are plenty of other first class carriers out there that I will now become a customer of.
283,Positive,"['in-flight service', 'baggage handling', 'seating', 'staff behavior', 'delays']",Non-Immediate,[],"Great flight with BA - departure at Milan was great, despite a small delay to the flight. Relatively empty flight and so could stretch out, seat was very comfortable. Cabin Crew were great and encouraged people to order more drinks and have more food and couldn't do enough for people. Overall the best of BA. Great arrival at T5, even with having a checked bag was out in 20 mins."
284,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],"Flew British Airways from Helsinki - London Heathrow - Mumbai on A320 and B777W including a transit from T3 to T5 at Heathrow. The A320 felt quite cramped in Economy but the energetic and motivated cabin crew made the flight enjoyable. Later on were very happy to have the bigger and newer Boeing 777W on the Mumbai sector, where the last few rows had empty seats and we were able to stretch our legs properly, which was a great bonus. The IFE was good and the 2 hot meals served quite tasty and filling. In addition, the cabin crew were again excellent. On the way back flight was more than 2.5hrs late out of BOM which would have meant a missed connection at LHR late Saturday night, the last flight out to HEL that night. Asked the BOM station manager to be put on Jet Airways since they seemed to be on time, had to wait until the very last minute due to a fully booked flight, but finally got two seats on Jet to catch the connecting flight at LHR the same evening. The very positive experience with BA on HEL-LHR-BOM as well as the rerouting that was carried out in an exemplary manner make us praise British Airways. Very good experience made by experienced and cooperative BA staff at all stations. Will fly again."
285,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
286,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior']",Immediate,[],
287,Negative,"['in-flight service', 'baggage handling', 'delays']",Immediate,[],
288,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'entertainment']",Immediate,[],
289,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'delays', 'entertainment']",Non-Immediate,[],
290,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior']",Non-Immediate,[],
291,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
292,Positive,"['in-flight service', 'ticketing', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
293,Positive,"['in-flight service', 'staff behavior']",Non-Immediate,[],
294,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'delays', 'entertainment', 'cleanliness']",Immediate,['damage'],
295,Positive,"['in-flight service', 'seating', 'staff behavior', 'delays', 'safety']",Immediate,['emergency'],
296,Positive,"['in-flight service', 'staff behavior', 'delays']",Immediate,[],
297,Positive,"['in-flight service', 'baggage handling', 'staff behavior', 'delays']",Immediate,[],
298,Positive,"['in-flight service', 'ticketing', 'staff behavior', 'delays']",Non-Immediate,[],"Day trip to Vienna, used BA Economy as their Business Class fares are a complete rip off on BA these days. Heathrow T3 departure experience is quite shoddy compared to T2 or main BA flights out of T5. Service onboard the flight was perfunctory at best, and staff seem to perform to a script - in some cases portray the feeling that because they wear a BA uniform they think they are so excellent - a sad fact is their standards are below several major European airlines. The Purser, CSD (or whichever grand title they give to cabin staff) on outbound flight spent a lot of time giggling in the galley like a 6 year old child, and then proceeded to make the PA announcements in the campest and most disrespectful tone of voice - again, this seemed to be done for the amusement of his fellow t-d's. As a oneworld Emerald (not with BA!), I stick with oneworld members, but Austrian offer a much better service and quality standard than BA."
299,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays']",Immediate,[],"Check-in process in Zurich easy and efficient. The flight was on time with friendly and attentive crew. Food for breakfast was okay although not enough if you were hungry. Seat comfortable although was not impressed to find used refreshing towel of previous passenger in seat pocket. Arrival at T5: business as usual or even worse - arrived at T5-B, take a train to T5 and walk and walk until you exit terminal."
300,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
301,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'delays', 'entertainment', 'cleanliness']",Immediate,[],
302,Negative,"['in-flight service', 'ticketing', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
303,Positive,"['in-flight service', 'ticketing', 'seating', 'delays']",Non-Immediate,[],
304,Positive,"['in-flight service', 'ticketing', 'delays', 'cleanliness']",Non-Immediate,[],
305,Positive,"['in-flight service', 'baggage handling', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Immediate,[],
306,Negative,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,[], 
307,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Immediate,[], 
308,Positive,"['in-flight service', 'ticketing', 'staff behavior']",Non-Immediate,[],
309,Negative,"['in-flight service', 'baggage handling', 'seating', 'delays']",Non-Immediate,[],
310,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'cleanliness']",Immediate,[],
311,Negative,"['in-flight service', 'ticketing', 'seating', 'entertainment', 'safety']",Immediate,[],
312,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays']",Non-Immediate,['warning'],"Club Europe flights from London Gatwick to Seville return. Outbound on 23/6/2016 return on 26/6/2016. Outbound flight was a victim of the French ATC strike and British Airways did their best to keep us informed about the status of the flight. They warned us that the lounge at Gatwick was closed and we used the No 1 lounge instead. Acceptable, but not of similar quality to the BA product we would have wished for. The outbound flight had a scheduled departure time of 15.25. Delayed 4 hours due to a combination of 1) French ATC strike (2 hours) 2) Blocked toilet on aircraft (20 minutes) 3) Change of seating configuration of the A320 that we were allocated (resulting in 13 economy passengers being bumped (45 minutes) 4) No ground crew to push us back from gate (remainder). Pilot and cabin crew did their best but were getting frustrated as were the passengers. Took off, reasonable inflight service outbound. Return flight, no lounge in Seville, no warning from BA on this. Reasonable inflight service. Slow baggage at LGW (so no surprise there!). Overall, reasonable product and I feel still worth the extra (but only just)."
313,Positive,"['in-flight service', 'ticketing', 'seating', 'delays', 'entertainment', 'safety']",Non-Immediate,[],"I had not flown British Airways business class for years. Sydney to Singapore was a reward flight and I probably wouldn't pay as much as other airlines for this product, but if it was cheaper than competitors I would pick it. Seats a bit narrow but otherwise acceptable and I like the fact you can slide the table away and get out easily. Service was top notch and very surprised, had an excellent stewardess in our area. Meal service with two salads and some nice bread along with a decent main. Small snack before landing - I always feel that a bigger option should be provided on a 7 hour flight, since it is too small for you not to have to eat again when you arrive. IFE had a good selection and worked fine. I like the way they have set out the Club World cabin - it is a bit different and although crowded it is calm and professional. Obviously the seats do not compare to the best out there. If they were materially cheaper than say Singapore Airlines or Emirates then I would take it. If they want to charge a similar price then obviously the product is not the same quality."
314,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays']",Immediate,[],"Flew London Heathrow to Berlin Tegel with British Airways. No queues at terminal 5 at lunchtime - everything was very quick and efficient. Flight was punctual and well organised and service good with one exception. The flight info said there would be a “snack” but all we got was a small bag of crisps. Although it was a near two-hour flight over lunchtime, there was no food offered nor could we purchase any. (No shortage of drinks, including wine, though). You have been warned."
315,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'delays', 'entertainment']",Immediate,[],
316,Positive,"['in-flight service', 'seating', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Non-Immediate,[],
317,Negative,['in-flight service'],Immediate,[],
318,Positive,"['in-flight service', 'ticketing', 'staff behavior', 'delays', 'safety']",Non-Immediate,[],
319,Negative,"['in-flight service', 'ticketing', 'seating', 'delays', 'entertainment', 'cleanliness']",Immediate,[],"There are many negative reviews on this site - its almost embarrassing to admit to flying BA. I am adding another one. I have flown BA on/of for 37 years. I guess that makes me qualified to write a review. My main gripe is the total lack of value for money. The erosion of quality and services and the sky rocketing prices. This flight from Heathrow to Barcelona and the return - accentuates the lack of value. Barcelona flights operates out of Terminal 3 at LHR. Quite why BA use this ageing and outdated terminal is a mystery. You walk miles and if you are unfamiliar with this point, as we were, - you end up running a panicked race to the gate. Its worse on arrivals. Immigration and passport control was a zoo. The T3 Business lounge is mediocre, Plastic tables and chairs. The most awful selection of dried out bacon baps and dried out omelettes stuffed into baguettes. The seating areas overlooking the airport was cluttered with newspapers. There was plenty of booze. Flight left on time. The meal inflight I could not be bothered with. FAs all fine. On the return the shared lounge was surprisingly good. More comfortable than T3 at LHR. Ageing plane. Mediocre afternoon tea. Frumpy FAs who  forgot  to hand out our Fast Track tickets to help speed up through immigration. (We got held up for half an hour.) On both flights we had to endure the silly Club Europe seats - basically two seats - with the middle seat closed down into a table. Cramped leg room. Definitely no value here. I only fly BA when I have to. It really needs a clean out of the management and a new team with some vision on how to make British Airways a world leader - which right now they fail miserably to achieve, in all their cabins."
320,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'safety', 'cleanliness']",Immediate,[],
321,Positive,"['in-flight service', 'ticketing', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
322,Positive,"['in-flight service', 'ticketing', 'delays', 'entertainment']",Non-Immediate,[],
323,Negative,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,[], 
324,Positive,"['in-flight service', 'baggage handling', 'seating', 'delays', 'entertainment', 'safety']",Non-Immediate,[],
325,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays']",Immediate,[],
326,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'safety']",Non-Immediate,[],
327,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'entertainment']",Non-Immediate,[],
328,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'entertainment']",Non-Immediate,[],
329,Positive,"['in-flight service', 'baggage handling', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
330,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior']",Non-Immediate,[],
331,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'entertainment']",Immediate,[],
332,Negative,['ticketing'],Non-Immediate,['pandemic'],
333,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays']",Non-Immediate,[],"If Brirish Airways honestly thinks they are a premium, quality airline they need a look at people like myself who have had one after another bad experiences - arrogance, trading on past glories, old cabins, high prices, the list goes on. I booked a flight to Florence through BA website, received a British Airways e-ticket and only found out on the day when trying to check in that I was flying with Vueling. Never heard of them. To cut a very long story short we were delayed 8 hours, nothing said to us and nothing offered at this stage. At the gate, when we finally got there, one of the customers checked their website to find the flight had not left Italy yet. We informed the ground staff. They did not day a thing. After half an hour trying to get answers from them we were told we would have to wait till the next flight arrived (how long we couldn't be told) and they would then fly us to a different airport 2 hours away and arrange a bus transfer. I headed straight back the the terminal and sought a British Airways rep to try and get an answer, firstly because that is who I booked my ticket through and secondly as Vueling have no representation at the airport. I was told it had nothing to do with British Airways and they couldn't help. I explained the situation again and asked to speak to a Supervisor. I was denied that right. I by chance saw a 'Customer Service Representative' walking past 5 minutes later and asked to speak to him. He looked at me as if I had 2 heads and in the end walked away after calling me an 'ar----le'. 100% true, in the middle of Gatwick North Terminal. My wife and 6 week old child were themselves waiting at Florence 4 hours for me. We were told Vueling were going to try and get us out the following day. But no guarantees. I booked another flight with British Airways to get to my family, and British Airways have offered nothing, not even an apology. Vueling will refund our flight if we go through the correct procedures. British Airways should be ashamed of what they have become."
334,Negative,"['in-flight service', 'ticketing', 'entertainment', 'safety', 'cleanliness']",Non-Immediate,[],"Smooth take off and landing. Plane about 75% full, mostly business people. The  meal  was past terrible. A horrible, tiny, dry bread bun with a the smallest piece of chicken ever and the most salty bacon I have ever tasted. The best part was the sticky bun that followed, washed down with lemonade. No entertainment for this 1hr 45min flight. The toilets were barely passable, had they been cleaned from the previous flight?"
335,Negative,"['baggage handling', 'seating', 'staff behavior', 'delays']",Immediate,[],
336,Positive,"['in-flight service', 'staff behavior', 'entertainment', 'safety']",Immediate,[],
337,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'safety']",Non-Immediate,[],"Flew British Airways from London Gatwick to Salzburg. Agent at baggage drop was rude and off hand, she tried to take my well under maximum sized cabin bag for  free  check-in as hold luggage. Even when I explained that it contained valuable items and medication, she still persisted. Boarding was efficiently managed, a pleasant change from the free for all I experienced on my last BA flight. The cabin crew made no attempt to greet passengers, or help with stowing luggage. The snack included in the ticket price consisted of a  muesli  which resembled yoghurt with a few oats stirred in, a stale, a unbuttered bread roll containing a slice of plastic cheese and a very small plastic cup of tea. Service was lacking in finesse. The one plus was landing twenty minutes early."
338,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'safety']",Immediate,[],
339,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'safety']",Immediate,[],"From the lack of customer service both in their call centre and from their cabin crew through to not being seated next to my husband on a 24 hour flight, I am thoroughly disappointed with British Airways. My husband and I travelled on separate bookings and were flying back from London to Sydney together. I phoned British Airways 3 days before my flight from London to ask them to link our booking numbers so we would be seated on the flight together. I was informed they could link the numbers but not guarantee we would be seated next to each other. However if I wanted to buy my seat in advance then this would be guaranteed. I was not giving this money-grabbing airline another opportunity to take more money from me so I refused this option. My husband tweeted the airline and received two more replies stating they could not help with this. When online check in opened my husband and I were allocated seats 10 rows apart and could not change this. Phoning the call centre resulted in being told the check-in staff could assist. Arriving at Heathrow the check in staff informed us there was nothing they could do but ask at the gate. The staff at the gate told us they could do nothing and had already told another family they would not be seated together. The only person who offered any form of assistance was a wonderful staff member at Changi airport on the transfer desk when we stopped, who managed to seat me across the aisle from my husband from the Singapore-Sydney leg. This woman did not even work for British Airways but was the most helpful. Not one British Airways staff member apologised for this. The cabin crew on both flights clearly did not enjoy working in Economy. A request for alternative food was ignored repeatedly and staff were outright rude to passengers who asked for a landing card towards the end of the flight (I was told to go get it myself at the back of the plane). I will only be flying with Emirates or Singapore Airlines in the future who know how to look after their passengers."
340,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'entertainment']",Immediate,[],
341,Positive,"['in-flight service', 'ticketing', 'seating', 'delays', 'entertainment']",Immediate,['disaster'],    
342,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays']",Immediate,[],
343,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Immediate,[], 
344,Positive,['staff behavior'],Non-Immediate,[],
345,Negative,"['in-flight service', 'ticketing', 'seating', 'delays', 'entertainment']",Non-Immediate,[],
346,Negative,"['in-flight service', 'seating', 'delays', 'entertainment']",Non-Immediate,[],
347,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Immediate,[],"Both flights on time, aircraft appeared to be well maintained. BA should be commended for retaining 9-abreat seating in the 777, legroom is adequate and adjustable headrest is a nice touch. AVOD was decent, with clear screen, though movie selection was not extensive. Catering was marginal on the outbound flight from Atlanta, with breakfast  croissant  being inedible, however, much better on the inbound flight from London. Cabin crew were professional, but utterly aloof, interacting with the passengers without the slightest hint of warmth. Not allowing seat selection until 24 hours prior to the flight (without paying extra) is a negative, in my opinion."
348,Positive,"['in-flight service', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
349,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
350,Negative,"['in-flight service', 'baggage handling', 'ticketing']",Immediate,[],
351,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior']",Immediate,['danger'],"Just returned from Orlando to London via Miami, that we booked direct with British Airways. The outgoing flight was really good. However, a totally different story on the return flight. We were redirected to check in with American Airlines as we had an internal connecting flight. Although we checked in shortly after the check in opened, the only seating was preferred meaning we had to pay extra for flights we believed we had paid in full. Additionally my family was split up. The AA check in would not allow us to check into the long haul flight from Miami to London. After phoning we discovered we had been checked in but not allowed to choose seats. I've spent a week seeking an apology from BA customer services and I've had several stock responses and been left with the feeling that they really do not care about their customers. From their response it is quite clear they do not see AA as part of the same group  one world alliance  I used to be of the view that I didn't mind paying a bit more for BA as their service was really good, but unfortunately they now seem to offer a budget airline service. I post this purely to warn other families to be aware of the danger of booking with British Airways but having a connecting flight with another part of the  one world alliance ."
352,Positive,"['in-flight service', 'baggage handling', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
353,Positive,"['in-flight service', 'baggage handling', 'cleanliness']",Non-Immediate,[],
354,Positive,"['in-flight service', 'baggage handling', 'seating', 'staff behavior', 'entertainment']",Immediate,[],"London Heathrow to Kos return. Outbound the Galleries South lounge looking shabby. Onboard, cramped seats (2D/F), disinterested cabin crew and appalling breakfast. Return there no lounge at Kos airport, slow busing to plane, attentive crew and good lunch. Both flights on schedule and baggage return reasonably quick. A case of two halves, but the new British Airways Club Europe is poor value."
355,Positive,"['in-flight service', 'baggage handling', 'seating', 'staff behavior', 'delays', 'entertainment', 'safety', 'cleanliness']",Immediate,[],
356,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'delays']",Immediate,['liability'],
357,Positive,"['in-flight service', 'ticketing', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
358,Positive,"['in-flight service', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
359,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays']",Immediate,[],
360,Positive,"['in-flight service', 'baggage handling', 'seating', 'staff behavior']",Non-Immediate,[],
361,Positive,"['in-flight service', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
362,Positive,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
363,Negative,"['in-flight service', 'seating', 'entertainment', 'safety', 'cleanliness']",Immediate,[],
364,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'entertainment', 'cleanliness']",Immediate,[],"London Gatwick to Valencia with British Airways. Boarding the flight at Gatwick was good, professional and orderly. Ground staff at the airport were lovely and check in was efficent. Onboard we got out of the gate and under way quickly. Seats were fine, plenty of leg room back in economy, although they seemed to be a little dirty when I sat down but I thought nothing more of it. During the flight the cabin crew were professional doing their duties. All friendly and welcoming. Food wise we only got complementary biscuits - a little bit of a let down - but on a short flight like this totally understandable. Drinks were fine, got the normal selection: Coke, coffee, juices etc. On the return flight it was slightly different. They seemed to have less in stock not only in the food department but also the inflight shop. Disappointed in this as what I wanted to buy wasnt avaliable.But on this return flight the positives outweigh the negatives. Flight crew again amazing. All kind and welcoming like the first flight. Overall the flights were nice. Well worth the money. Definitely would fly with them again on short haul flights through europe."
365,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays']",Immediate,[],
366,Positive,"['in-flight service', 'baggage handling', 'staff behavior', 'delays']",Non-Immediate,[],
